uniq_id,product_name,pid,retail_price,discounted_price,is_FK_Advantage_product,product_rating,overall_rating,brand
7621373ee34f011d6c28e5924ee1e89b,Easy Gardening Home Plant Container Set,PCSE6X3YEKWRUXKM,3000,2250,FALSE,No rating available,No rating available,Easy Gardening
830ddca4284a42b94f0ddb0d67d1082b,Yuccabe Italia Stoic White Self Watering Plant Container Set,PCSE4VAVWZZECB84,7794,3399,FALSE,No rating available,No rating available,Yuccabe Italia
74b4a163f740f8693a0a855503980d3a,Easy Gardening Home Plant Container Set,PCSE6SJGJX8VCEAZ,699,499,FALSE,No rating available,No rating available,Easy Gardening
7eb0beb30d97c6289450c9b149494332,First Smart Deal Plant Container Set,PCSEC86VA2HGZGXW,540,312,FALSE,No rating available,No rating available,First Smart Deal
1e7cd224ff3cca9603bbb08ede58be1a,First Smart Deal Plant Container Set,PCSEC86V2Q6P7PAB,890,610,FALSE,No rating available,No rating available,First Smart Deal
5d5ebdeea573b3b6288154dd253b60bf,First Smart Deal Plant Container Set,PCSEC86VVTQJN5AQ,1400,880,FALSE,No rating available,No rating available,First Smart Deal
dfab5d6669493c0133603a6522f60d4e,Martha Plant Container Set,PCSEA7HBHMUNHZRP,6500,5250,FALSE,5,5,Martha
1d2c25cb118c52784adb01991dc48d2b,Kielz Ladies Women Wedges,SNDE2RXYKZZAMNGT,999,520,FALSE,No rating available,No rating available,
a1772041cfcba2d3c93f8a7f516732ce,First Smart Deal Plant Container Set,PCSEC86VHVAFBJB3,950,649,FALSE,No rating available,No rating available,First Smart Deal
f28ff636a4bb253188f244e11d2792f6,Green Girgit Plant Container Set,PCSEAKVBBGJAZTHM,750,600,FALSE,No rating available,No rating available,Green Girgit
afc2f208ac699c58add09e4882971c70,Do Bhai Women Wedges,SNDDXFQHUDJDHZG2,399,299,FALSE,2,2,
5c57617df4b9d943b00ad53b1c80fe5d,Natures Plus IMG_0004 Plant Container Set,PCSECTYTDV7DGJ4R,390,390,FALSE,5,5,Natures Plus
c087e27e15e2a740545ad009422a903c,Shreewardhan Decor Add a lively touch of artificial to your decor with these Succulent offwhite Ceramic Baskets Plant Plant Container Set,PCSE4C9YYYYXGNFH,1200,999,FALSE,No rating available,No rating available,Shreewardhan Decor
a63c7e0da1c5ba865922b4d60837859e,First Smart Deal Plant Container Set,PCSEC86VDXTV8WBR,1000,735,FALSE,No rating available,No rating available,First Smart Deal
3fb08ca9a46555c15c6387ee1a3db46b,Green Girgit Plant Container Set,PCSEAKVBFFPGCHNZ,400,275,FALSE,No rating available,No rating available,Green Girgit
d51f90349ec9e8d94e87749800347b80,IL Vigore Women Heels,SNDEDG6H5CYWWBBP,499,349,FALSE,No rating available,No rating available,
209bf06a732416f1ce5147a8b0524808,Lapguard Toshiba Satellite Pro A200 6 Cell Laptop Battery,ACCDVDC8S5JWEE6X,3999,1799,FALSE,No rating available,No rating available,Lapguard
8df02524df422d41f832aed16b93651e,Green Girgit Plant Container Set,PCSEAKVBFP4E4JW3,600,495,FALSE,No rating available,No rating available,Green Girgit
4df69fd99b6aa4b5d58d06865f887512,IL Vigore Women Wedges,SNDEDG6HNGZDZXBV,499,349,FALSE,No rating available,No rating available,
44f01b53ada2e104d02c96cbed05e901,Marc Royal Women Wedges,SNDEBYH3ZR33KSAG,1499,699,FALSE,No rating available,No rating available,
a52e090ecbd94bd3df5d190342b75fb6,Yahe Women Heels,SNDEE34X8JHBYBVW,749,499,FALSE,No rating available,No rating available,
4e52454081cd9c411b74a26678c518e5,Digni Women Wedges,SNDEDFYPJFHXG98W,999,499,FALSE,No rating available,No rating available,
4eae4cd393303312d59a7162f79f0115,Dolphin Miles Women Wedges,SNDEDFE6QPNQRAXF,495,349,FALSE,No rating available,No rating available,
97ce0e5322fe78ca1013e4740d9a5853,Height Of Designs Plant Container Set,PCSEC99M5VKHCAY6,1500,799,FALSE,No rating available,No rating available,Height Of Designs
d416488adaeabb249e8ba5a9abd08af5,Blessed Ring Plant Container Set,PCSDY5AHRAG6EJZR,1350,1350,FALSE,No rating available,No rating available,Blessed
d01b1d91aeb0339f3dd62330a2b85e3d,IL Vigore Women Heels,SNDEDG6HF8EDVZTV,499,349,FALSE,No rating available,No rating available,
6328dba4e4141a7c645b742ab92a6a1e,Yahe Women Heels,SNDEE34XM8XB6ZEX,749,499,FALSE,No rating available,No rating available,
3d008f0fd94386cfd99e365d16ca1770,ShellysTrends Planters Plant Container Set,PCSEE4H5XC66MWXT,899,399,FALSE,No rating available,No rating available,ShellysTrends
4d23aaa03f17120dd8e8a7d6fc6b3e2f,Kielz Women Wedges,SNDEBBK5Z6KUQZZF,499,399,TRUE,No rating available,No rating available,
f9930ae03237dabcdc57b386869cbc27,Babylon Women Flats,SNDEA42M6GZNV7M3,499,499,TRUE,No rating available,No rating available,
